"individualCount","eventDate","stateProvince","locality","decimalLatitude","decimalLongitude","scientificName","verbatimScientificName","datasetKey","commonName"
24,2023-10-01,"Maharashtra","Chandore Forest",18.164045,73.17826,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2023-09-15,"Uttar Pradesh","Unnamed Road, Prayagraj, Uttar Pradesh, IN (25.396, 81.902)",25.395811,81.90197,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2023-09-14,"Rajasthan","Jawai",25.057184,73.20282,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
7,2023-09-13,"Gujarat","Mahuva, Gujarat, IN (21.091, 71.774)",21.09099,71.77372,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
12,2023-09-17,"Rajasthan","Menar Lake",24.593412,74.1121,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2023-09-18,"Uttarakhand","Bhulkan",30.472311,79.21816,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2023-10-01,"Rajasthan","Desert NP--Sam Sand Dunes",26.84253,70.54604,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2023-09-30,"Ladakh","Hanle Village",32.778282,78.98331,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2023-09-29,"Uttarakhand","Nainital Road, Kala Dhungi Range, Uttarakhand, IN (29.318, 79.357)",29.317976,79.35682,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-29,"Uttarakhand","Jhilmil Jheel Road, Pathari Forest Range, Uttarakhand, IN (29.837, 78.236)",29.836712,78.23563,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2023-10-01,"Ladakh","Hanle Village",32.778282,78.98331,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-08,"Uttarakhand","Gurguti, Uttarakhand, IN (30.763, 79.859)",30.763111,79.85858,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
10,2023-10-01,"Maharashtra","Chandore Forest",18.164045,73.17826,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2023-09-17,"Madhya Pradesh","Rajghat Dam, Sagar",23.710405,78.74413,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2023-09-13,"Uttarakhand","Nishni, Uttarakhand, IN (30.926, 78.411)",30.925995,78.41115,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2023-09-17,"Uttar Pradesh","Dhamkana",24.9512,78.46706,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2023-10-01,"Ladakh","Hanle Village",32.778282,78.98331,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2023-09-26,"Uttarakhand","Dhela",29.4141,78.9961,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
8,2023-09-09,"Uttar Pradesh","Rasulpur, Uttar Pradesh, IN (27.259, 78.205)",27.25885,78.20482,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2023-09-14,"Rajasthan","Dhanana (right side of road), towards Bharatmala HW",26.701246,70.124825,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2023-09-30,"Rajasthan","Tal Chhapar WLS--Gaushala Area",27.807499,74.44986,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2023-09-30,"Uttarakhand","Barsu, Uttarakhand, IN (30.843, 78.606)",30.842932,78.60648,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2023-09-19,"Uttarakhand","Har Ki Doon",31.116222,78.34509,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2023-09-22,"Himachal Pradesh","Kashapat, Himachal Pradesh, IN (31.436, 77.858)",31.43609,77.85766,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2023-09-29,"Uttarakhand","Narayana Ashram",29.970583,80.65404,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
3,2023-09-04,"Madhya Pradesh","Murar (OBI)",26.221483,78.22368,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
77,2023-09-19,"Maharashtra","National Highway 753F, Ghonse, Maharashtra, IN (18.161, 73.175)",18.160522,73.174866,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
5,2023-10-01,"Uttarakhand","Tungnath",30.488224,79.21691,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-06,"Uttarakhand","Amichand Gaushala",29.74183,78.20766,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2023-09-30,"Jammu and Kashmir","Unnamed road (34.195, 74.399)",34.19497,74.399,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-29,"Maharashtra","Plus Valley, Tamhini Ghat",18.47508,73.40927,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2023-09-03,"Uttarakhand","Badrinath Road, Rishikesh IN-UT 30.13107, 78.32384",30.131065,78.32384,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-22,"Uttarakhand","Kosi River",29.391924,79.13316,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2023-09-28,"Madhya Pradesh","Madhya Pradesh State Highway 37, Binnai, Madhya Pradesh, IN (24.16, 79.355)",24.159626,79.35543,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
24,2023-10-01,"Maharashtra","Chandore Forest",18.164045,73.17826,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
3,2023-09-16,"Madhya Pradesh","Gove Nature Trail from inside Khatia Gate to back of Tuli Resort",22.30744,80.52264,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
4,2023-09-18,"Uttarakhand","Chilurgad Camp",31.112457,78.333725,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-10-01,"Maharashtra","Anjaneri Hill",19.939222,73.59265,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2023-09-30,"Uttarakhand","Panpatia trek route",30.690847,79.374245,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2023-09-22,"Jammu and Kashmir","Overa-Aru Wildlife Sanctuary, Anantnag, Kashmir",34.026684,75.31617,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
7,2023-09-16,"Tripura","Unnamed Road, Dwarikapur, Tripura, IN (23.965, 91.616)",23.965364,91.6159,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
2,2023-09-30,"Uttarakhand","Chamoli, Uttarakhand, IN (30.516, 79.318)",30.515856,79.317566,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-27,"Rajasthan","Gajner",27.95,73.05,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
36,2023-09-29,"Maharashtra","Chandore Forest",18.164045,73.17826,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
36,2023-09-29,"Maharashtra","Chandore Forest",18.164045,73.17826,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2023-10-01,"Uttarakhand","Tungnath",30.488224,79.21691,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
12,2023-09-28,"Madhya Pradesh","Hinota, Chhatarpur,  MP (24.357, 79.233)",24.357414,79.232925,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
25,2023-09-10,"Gujarat","Merwada, Gujarat, IN (24.242, 72.569)",24.241585,72.568954,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
6,2023-09-22,"Himachal Pradesh","Shrikot, Himachal Pradesh, IN (31.672, 77.405)",31.671751,77.40493,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2023-09-23,"Himachal Pradesh","Lakacha to Saur Gushai Beat, Himachal Pradesh, IN (31.662, 77.436)",31.662453,77.43644,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2023-09-24,"Rajasthan","Bagh Hotel",27.20851,77.53262,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2023-09-23,"Jammu and Kashmir","Sinthan Top",33.57891,75.51134,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2023-10-01,"Rajasthan","Tal Chhapar WLS--Gaushala Area",27.807499,74.44986,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2023-10-01,"Uttarakhand","Dyara Trek Route Uttarakhand, IN (30.81, 78.592)",30.809763,78.5919,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-04,"Karnataka","Taraka Reservoir",12.033643,76.25709,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
16,2023-09-29,"Maharashtra","Chandore Forest",18.164045,73.17826,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
4,2023-09-28,"Uttarakhand","Dhanaulti, Uttarakhand, IN (30.405, 78.22)",30.40535,78.21962,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2023-09-24,"Madhya Pradesh","National Highway 34, Kuhi, Madhya Pradesh, IN (24.237, 79.3)",24.237333,79.29987,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
3,2023-10-01,"Maharashtra","Harihar fort",19.906055,73.4723,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2023-09-25,"Madhya Pradesh","Bhopal, Madhya Pradesh, IN (23.172, 77.436)",23.17173,77.43623,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
4,2023-09-30,"Uttarakhand","Kirgani, Uttarakhand, IN (30.401, 78.384)",30.400518,78.38437,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
27,2023-09-28,"Jammu and Kashmir","Basantar Devak Course",32.511642,75.026535,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2023-09-24,"Kerala","Panavally, Kerala, IN (11.927, 76.106)",11.926917,76.10622,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
NA,2023-09-30,"Uttarakhand","Panpatia trek route",30.690847,79.374245,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-16,"Himachal Pradesh","Tiara hotel Manali",32.21783,77.19545,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-28,"Uttarakhand","Heera Gumari R.F., Uttarakhand, IN (30.345, 80.658)",30.345314,80.657906,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
500,2023-09-30,"Rajasthan","Jorbeer Vulture Conservation Centre",27.9659,73.37647,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
10,2023-09-27,"Rajasthan","Beer Chhapar Rural, Rajasthan",27.813526,74.452866,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
7,2023-09-30,"Madhya Pradesh","Giddhgadh",23.3821,77.548,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
7,2023-09-30,"Madhya Pradesh","Giddhgadh",23.3821,77.548,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2023-09-19,"Jammu and Kashmir","Bolni Top (33.227, 75.073)",33.22689,75.07305,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
2,2023-09-13,"Himachal Pradesh","Khangsar",32.50585,77.042656,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2023-09-28,"Madhya Pradesh","Hinota, Chhatarpur,  MP (24.357, 79.233)",24.357414,79.232925,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2023-09-23,"Karnataka","Bandipur NP, ಬಂಡೀಪುರ ರಾಷ್ಟ್ರೀಯ ಉದ್ಯಾನವನ",11.672074,76.61792,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
19,2023-09-14,"Tripura","Unnamed Road, Dwarikapur, Tripura, IN (23.965, 91.616)",23.965364,91.6159,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
8,2023-09-22,"Rajasthan","Viratra Mata Hills and Oran",25.47497,71.046524,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2023-09-13,"Uttarakhand","The Dozen Oaks, Kayala",29.644535,79.58385,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
6,2023-09-21,"Uttarakhand","Tungnath",30.488224,79.21691,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-16,"Delhi","Mehrauli Archaeological Park ND/IN",28.521988,77.18696,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2023-09-25,"Gujarat","Gir Gadhada Rd",20.946493,70.91052,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
2,2023-09-29,"Uttarakhand","Chamoli, Uttarakhand, IN (30.516, 79.318)",30.515856,79.317566,"Gyps fulvus (Hablizl, 1783)","Gyps fulvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Griffon Vulture"
1,2023-09-09,"Ladakh","Changla Pass",34.047333,77.930336,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2023-09-29,"Uttarakhand","Bhulkan (OBI)-- General Area",30.467722,79.21707,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
23,2023-09-12,"Rajasthan","Degray Mata Mandir and Surroundings",26.703539,71.32402,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2023-09-19,"Himachal Pradesh","Bhagsunag Waterfall, McLeodganj",32.247765,76.33828,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-15,"Haryana","Bhondsi Nature Park",28.363405,77.044044,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
1,2023-09-11,"Ladakh","Tanglang La",33.50778,77.77,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
2,2023-09-14,"Uttarakhand","Someshwar-Ranikhet-Almora Road, Udiyari, Uttarakhand, IN (29.649, 79.632)",29.649385,79.632256,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
4,2023-09-20,"Himachal Pradesh","Tapovan, Dharamshala, Himachal Pradesh, IN (32.178, 76.363)",32.17766,76.36319,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2023-09-10,"Kerala","Chekadi Bavali New Bridge Road, Chekadi, Kerala, IN (11.841, 76.111)",11.841394,76.11146,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
4,2023-09-21,"Uttarakhand","Tungnath",30.488224,79.21691,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-10,"Karnataka","Taraka Reservoir",12.033643,76.25709,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2023-09-05,"Uttarakhand","Valley of Flowers National Park",30.72777,79.60513,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
8,2023-09-06,"Rajasthan","Banda, Rajasthan, IN (25.054, 75.742)",25.053713,75.741646,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
8,2023-09-04,"Rajasthan","Garadia Mahadev Temple",25.117466,75.72897,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2023-09-04,"Karnataka","Taraka Reservoir",12.033643,76.25709,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
3,2023-09-13,"Madhya Pradesh","Bawadi Badi, Jhabua",22.797724,74.48433,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
21,2023-09-11,"Maharashtra","National Highway 753F, Ghonse, Maharashtra, IN (18.161, 73.175)",18.160522,73.174866,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
1,2023-09-28,"Madhya Pradesh","Chourasigarh Fort Road, Karanpura Block, Madhya Pradesh, IN (24.652, 75.547)",24.651625,75.5465,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
5,2023-09-06,"Madhya Pradesh","Bhasuda, Madhya Pradesh, IN (24.848, 80.33)",24.848051,80.33041,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
1,2023-09-10,"Uttarakhand","jim Corbett National park",29.413164,78.971664,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2023-09-05,"Ladakh","Unnamed road (34.223, 77.856) Wari La",34.223225,77.85597,"Gypaetus barbatus (Linnaeus, 1758)","Gypaetus barbatus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Bearded Vulture"
1,2023-09-29,"Uttarakhand","Pithoragarh, Uttarakhand, IN (29.977, 80.647)",29.976587,80.647194,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-09,"Kerala","Wayanad WLS--Muthanga",11.671192,76.371826,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
7,2023-09-30,"Rajasthan","Chambal River, Kota IN-RJ 25.14417, 75.79692",25.144173,75.79691,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
6,2023-09-07,"Karnataka","Hutridurga",12.956718,77.12149,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2023-09-10,"Jammu and Kashmir","Dhoodh Pathri",33.849762,74.565,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
5,2023-09-05,"Madhya Pradesh","Gwalior, Madhya Pradesh, IN (26.224, 78.169)",26.224243,78.16863,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
6,2023-09-08,"Maharashtra","Shrivardhan",18.048306,73.010376,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
4,2023-09-04,"Madhya Pradesh","Raj Mahel Road, Orchha, Madhya Pradesh, IN (25.381, 78.646)",25.381155,78.64645,"Gyps indicus (Scopoli, 1786)","Gyps indicus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Indian Vulture"
19,2023-09-14,"Tripura","Unnamed Road, Dwarikapur, Tripura, IN (23.965, 91.616)",23.965364,91.6159,"Gyps bengalensis (Gmelin, 1788)","Gyps bengalensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","White-rumped Vulture"
2,2023-09-06,"Uttarakhand","Dhikuli",29.4578,79.144264,"Sarcogyps calvus (Scopoli, 1786)","Sarcogyps calvus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Red-headed Vulture"
2,2023-09-09,"Madhya Pradesh","Nalkeshwar Gurja, Madhya Pradesh, IN (26.208, 77.94)",26.207853,77.94027,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2023-09-10,"Uttar Pradesh","Taj Nature Walk",27.170189,78.04838,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
3,2023-10-01,"Rajasthan","Tal Chhapar WLS--Salt Pans",27.76809,74.41431,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
2,2023-10-01,"Uttarakhand","Maldevta",30.344305,78.12507,"Gyps himalayensis Hume, 1869","Gyps himalayensis","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Himalayan Vulture"
1,2023-09-08,"Uttar Pradesh","Agra Bear Rescue Facility - Extension Section",27.254856,77.857895,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
1,2023-09-29,"Maharashtra","Madhe Ghat",18.198896,73.573296,"Neophron percnopterus (Linnaeus, 1758)","Neophron percnopterus","4fa7b334-ce0d-4e88-aaae-2e0c138d049e","Egyptian Vulture"
